Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
intelkom,meanIT_C2,meanIT_C2,1976MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2
MeanIT,meanIT C80C81,meanIT_C80C81,961MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2
MeanIT,meanIT_K7,meanIT_K7,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2
Camfone,Mega 10,Mega_10,897MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
Samsung,Galaxy Mega2,mega2lte,1376MB,Phone,Samsung Exynos 4415,720x1280,320,armeabi-v7a;armeabi,19,2
Samsung,Galaxy Mega2,mega2lteatt,1376MB,Phone,Samsung Exynos 4415,720x1280,320,armeabi-v7a;armeabi,19;22,2
TCT (Alcatel),TCL J300,Megane,471MB,Phone,Mediatek MT6517,480x800,240,armeabi-v7a;armeabi,16,2
TCT (Alcatel),ALCATEL ONE TOUCH 5020D,Megane_GSM,472MB,Phone,Mediatek MT6575,480x800,240,armeabi-v7a;armeabi,16,2
Samsung,Galaxy Mega Plus,megapluslte,1368MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18,3
Meiigoo,S8,MEIIGOO_S8,3873MB,Phone,Mediatek MT6750T,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Meizu,M6,meizu_M6,1783MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Meizu,Meizu 6T,Meizu6T,2785MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Meizu,E3,MeizuE3,5745MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
Meizu,M6s,MeizuM6s,2700MB,Phone,Samsung Exynos 7872,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Meizu,M6T,MeizuM6T,1778MB,Phone,Mediatek MT6750,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Meizu,M8c,MeizuM8c,1873MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3
Meizu,Meizu S6,MeizuS6,2700MB,Phone,Samsung Exynos 7872,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
HP,Slate 6 VoiceTab Plus,mekong,847MB,Phone,Qualcomm MSM8926,720x1280,240,armeabi-v7a;armeabi,19,3
Samsung,Galaxy Mega 6.3,melius3g,1326-1345MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliuslte,1326-1345MB,Phone,Qualcomm MSM8930AB,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliuslteatt,1326-1349MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliusltecan,1326-1349MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliusltektt,1327-1346MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliusltelgt,1327-1346MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliuslteMetroPCS,1326-1349MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliuslteskt,1327-1346MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliusltespr,1326-1349MB,Phone,Qualcomm MSM8930AB,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Samsung,Galaxy Mega 6.3,meliuslteusc,1326-1349MB,Phone,Qualcomm MSM8930,720x1280,240,armeabi-v7a;armeabi,17;19,2.0;3.0
Fly,Memory Plus,Memory_Plus,1890MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi-v7a;armeabi,24,2
Gigaset,ME Pro,MEpro,2838MB,Phone,Qualcomm MSM8994,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3.1
Gigaset,ME Pure,MEpure,2881MB,Phone,Qualcomm MSM8939,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,22,3
Cipherlab,RS30,Mercury,963MB,Phone,Mediatek MT8382,540x960,240,armeabi-v7a;armeabi,19,2
Vsun,MERCURY Tough,MERCURY_Tough,908MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24,3.1
Xiaomi,MI 5C,meri,2810-2812MB,Phone,PineCone S1,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;25,3.1;3.2
Motorola,Moto G Turbo Edition,merlin,1914MB,Phone,Qualcomm MSM8939,720x1280,320,armeabi-v7a;armeabi,22;23,3.0;3.1
Motorola,Moto Z(3),messi,3722MB,Phone,Qualcomm MSM8998,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
TJC,Metal Tablet,Metal_Tablet_10,999MB,Phone,Rockchip RK3288,1366x768,240,armeabi-v7a;armeabi,21,3.1
ZTE,Z740G,metis,779MB,Phone,Qualcomm MSM8230,480x800,240,armeabi-v7a;armeabi,16,2
Mobicell,METRO2,METRO2,,Phone,Mediatek MT6571,320x480,160,armeabi-v7a;armeabi,19,2
Mecer,MF716,MF716,961MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2
Mecer,MF716+,MF716_Plus,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2
Clementoni,My First Clempad 6.0,MFC_6,999MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,23,2
Clementoni,My First Clempad 7,MFC_7,958MB,Tablet,Mediatek MT6580,600x1024,160,armeabi-v7a;armeabi,24,2
Clementoni,My First Clempad HR,MFC_HR,494MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,22,2
Clementoni,My First Clempad HR Plus,MFC_HR_Plus,1001MB,Tablet,Rockchip RK3126,1024x600,160,armeabi-v7a;armeabi,21;22,2
Lexibook,Fluo XL,MFC191FR2,474MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,19,2
Clementoni,My first Clempad 4.4 Plus,MFC2_Plus,1024MB,Tablet,Rockchip RK3026,800x480,120,armeabi-v7a;armeabi,19,2
Clementoni,My first Clempad 4.4 Basic Special,MFC2_Special,512MB,Tablet,Rockchip RK3026,800x480,120,armeabi-v7a;armeabi,19,2
Lexibook,Fluo XL Premium Edition,MFC510FR1,981MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,19,2
Lexibook,LexiTab 10'',mfc511,1002MB,Tablet,Allwinner A33,600x1024,160,armeabi-v7a;armeabi,22,2
Lexibook,"LexiTab 10""",MFC512,998MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,23,2
Mikona,MFHD_BT1067QC16IPS2,MFHD_BT1067QC16IPS2,1948MB,Tablet,Mediatek MT8167D,1200x1920,240,arm64-v8a;armeabi-v7a;armeabi,24,3.2
MegaFon,Login 3,MFLogin3,469MB,Phone,Mediatek MT6572,320x480,160,armeabi-v7a;armeabi,19,2
MegaFon,MFLogin3T,MFLogin3T,910MB,Tablet,Qualcomm MSM8210,1024x600,160,armeabi-v7a;armeabi,19,3
MegaFon,MFLoginPh,MFLoginPh,964MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,19,2
TSUNAMi,Tablet Tsunami TSTA080D1,MG080D1T,1024MB,Tablet,Rockchip RK3168,1024x768,160,armeabi-v7a;armeabi,19,2
JP Sacouto,Flag Mill v2,MG101A2T_BT_A50,1881MB,Tablet,Intel Z3735F,1280x800,160,x86;armeabi-v7a;armeabi,21,3.1
JP Sacouto,mymaga CLASS Plus 2,MG101A4T,1904MB,Tablet,Intel Z8500,1280x800,160,x86;armeabi-v7a;armeabi,22,3.1
Infocus,IN610,MG2,971MB,Phone,Mediatek MT6589,720x1280,240,armeabi-v7a;armeabi,17,2
Plaisio,Hive V 3G,mg978,1920MB,Tablet,Mediatek MT8392,1536x2048,320,armeabi-v7a;armeabi,19,2
LGE,LG Q6,mh,2880-2891MB,Phone,Qualcomm MSM8940,1080x2004,480,armeabi-v7a;armeabi,25;27,3.2
LGE,LG Q6,mhn,2880-2891MB,Phone,Qualcomm MSM8940,1080x2004,480,armeabi-v7a;armeabi,25;27,3.2
Spice,Dream Uno,Mi-498_sprout,963-965MB,Phone,Mediatek MTK6582M,480x854,240,armeabi-v7a;armeabi,19;22;23,2
Nexian,journey one,Mi438S_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,22;23,2
TCT (Alcatel),6010A,Miata_3G,909MB,Phone,Qualcomm MSM8212,540x960,240,armeabi-v7a;armeabi,18,3
TCT (Alcatel),Idol2 MINI S,MIATA_lte,1024MB,Phone,Qualcomm MSM8926,540x960,240,armeabi-v7a;armeabi,18;19,3
TCT (Alcatel),A3,mickey6,1407MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3
Orange,Dive72,mickey6,1407MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3
TCT (Alcatel),PIXI 5 HD,Mickey6CC,901MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,24,3
TCT (Alcatel),A30,Mickey6RW,1916MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,24,3
TCT (Alcatel),A3 PLUS,mickey6t,904MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
TCT (Alcatel),A577VL,Mickey6TFEVDO,1917MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,25,3
TCT (Alcatel),tbd,Mickey6TFUMTS,1917MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,25,3
TCT (Alcatel),5049Z,Mickey6TTMO,1815MB,Phone,Mediatek MT6738,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
TCT (Alcatel),5049S,Mickey6TVZW,1802MB,Phone,Mediatek MT6738,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
TCT (Alcatel),A30,MICKEY6US,1919MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,24,3
TCT (Alcatel),5046S,Mickey6VZW,1919MB,Phone,Qualcomm MSM8909,720x1280,320,armeabi-v7a;armeabi,24,3
Micromax,CANVAS DOODLE 3,MicromaxA102,975MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2
Microtech,Microtech_e-tab_Style,Microtech_etabStyle,1959MB,Tablet,Mediatek MT8163,1920x1200,240,arm64-v8a;armeabi-v7a;armeabi,27,3.1
Laser,MID-1090IPS,MID-1090IPS,948MB,Tablet,Mediatek MT8321,800x1280,160,armeabi-v7a;armeabi,27,2
Gigabyte,PROSCAN PLT1066 / MAG MAGPAD / TEAC TEACTAB / DOPO GS-1008,MID1005_K,909MB,Tablet,Amlogic AML8726-M6,1024x600,120,armeabi-v7a;armeabi,16,2
PCBOX,Curi_Lite_PCB-T103,mid1008,978MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,24,2
Nuvision,TM101A540N,mid1008a-l,983MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,22,2
DigiLand,DL1008M,mid1008l_emmc,983MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,22,2
DigiLand,Compumax Blue,mid1016_ma,1956MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
ViewSonic,ViewPad_M10,mid1016_ma,947MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Kioto,MID1021,MID1021,981MB,Tablet,Rockchip RK3126C,1024x600,160,armeabi-v7a;armeabi,27,2
Insignia,NS-P10A8100,mid1023_ma,947MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
DigiLand,DL1018A,mid1024_e,970MB,Tablet,Mediatek MT8163,1080x800,160,arm64-v8a;armeabi-v7a;armeabi,22,3
HannSpree,HSG1341,mid1024_e,970MB,Tablet,Mediatek MT8163,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,22,3
Kioto,MID1028,MID1028,981MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,27,2
Polaroid,MID1028,MID1028,839MB,Tablet,Amlogic AML8726-M6,1024x600,160,armeabi-v7a;armeabi,17,2
Insignia,NS-P10A8100K,mid1028_ma,947MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.1
DigiLand,DL1168A,mid1102,970MB,Tablet,Mediatek MT8163,1366x768,160,arm64-v8a;armeabi-v7a;armeabi,22,3
Estar,GRAND HD Quad Core,MID1198,999MB,Tablet,Rockchip RK3126,1024x600,120,armeabi-v7a;armeabi,23,2
Estar,Grand IPS Quad core 3G,MID1258G,952MB,Tablet,Mediatek MT8121,1280x800,160,armeabi-v7a;armeabi,23,2
Estar,eSTAR GRAND HD Quad Core,MID1298,985MB,Tablet,Rockchip RK3126,1024x600,120,armeabi-v7a;armeabi,25,2
Audiovox,T852 Tablet,MID30801,868MB,Tablet,Amlogic AML8726-M6,1024x768,160,armeabi-v7a;armeabi,16,2
Polaroid,MID3810PVE02,MID3810PVE02,957MB,Tablet,Mediatek MT8321,1024x600,160,armeabi-v7a;armeabi,24,2
DigiLand,DL718M,mid713l_lp,983MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,22,2
Anydata,Auchan MID7317CP Tablet,MID7317CP,887MB,Tablet,Amlogic AML8726-M6,800x480,120,armeabi-v7a;armeabi,16,2
Estar,GO! HD Quad core 3G,MID7438G,962MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2
Estar,GO! IPS Quad core 3G,MID7458G,962MB,Tablet,Mediatek MT8321,600x1024,160,armeabi-v7a;armeabi,23,2
SELECLINE,MID7526CM,MID7526CM,512MB,Tablet,Rockchip RK3026,800x480,120,armeabi-v7a;armeabi,19,2
Insignia,MID7802RA,MID7802RA,2013MB,Tablet,Rockchip RK3288,1536x2048,320,armeabi-v7a;armeabi,21,3.1
Insignia,NS-P16AT08,mid8005,973MB,Tablet,Mediatek MT8127,1280x800,213,armeabi-v7a;armeabi,21,2
Proscan,PLT8235G Tablet,MID807_K,,Tablet,Amlogic AML8726-M6,1024x768,160,armeabi-v7a;armeabi,16,2
Polaroid,MIDI163PDE,MIDI163PDE,969MB,Tablet,Rockchip RK3126C,1920x1080,240,arm64-v8a;armeabi-v7a;armeabi,25,3.1
Xiaomi,Redmi Note 4,mido,2846-3599MB,Phone,Qualcomm MSM8953,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23;24,3.1;3.2
alter,MIG,MIG,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Google,Chromebook,mighty_cheets,4015MB,PC,Rockchip RK3288,1366x768,160,armeabi-v7a;armeabi,25,3.1
GSmart,Mika M2,Mika_M2,950MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2
GSmart,Mika M3,Mika_M3,960MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2
Samsung,Galaxy Tab4 8.0,millet3g,1370-1376MB,Tablet,Qualcomm MSM8226,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletlte,1354-1359MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletlteatt,1354-1359MB,Tablet,Qualcomm MSM8926,1280x800,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletltektt,1351-1359MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletltelgt,1351-1356MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletltetmo,1354MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletltevzw,1354MB,Tablet,Qualcomm MSM8926,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletwifi,1408MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab 4 8.0,milletwifikx,1404-1405MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,19;22,3
Samsung,Galaxy Tab4 8.0,milletwifiue,1408MB,Tablet,Qualcomm APQ8026,800x1280,213,armeabi-v7a;armeabi,19;22,3
ZTE,Z832,mimir,902MB,Phone,Qualcomm MSM8909,480x854,240,armeabi-v7a;armeabi,23,3
Positivo,Mini,mini,1024MB,Tablet,Rockchip RK3188,768x1024,160,armeabi-v7a;armeabi,17,2
Positivo,mini I,mini_i,873MB,Tablet,Intel Z3735E,768x1024,160,x86;armeabi-v7a;armeabi,17,2
Samsung,Galaxy Star,mint,,Phone,Spreadtrum SC6820,240x320,120,armeabi-v7a;armeabi,16,2
CZ Electronics,MX16,Mint_Diamond,1946MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3
CZ Electronics,M3CR,Mint_Fox,458MB,Phone,Spreadtrum SC7731C,320x480,160,armeabi-v7a;armeabi,23,2
Mint,Mint Fusion,Mint_Fusion,957MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2
Mint,Mint Leo,Mint_Leo,451MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,27,2
Mint,MINT M341,Mint_M341,926MB,Phone,Spreadtrum SC7731C,480x800,240,armeabi-v7a;armeabi,24,2
Avvio,Mint_M353,Mint_M353,953MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2
Mint,MINT_Pearl_plus,MINT_Pearl_plus,957MB,Phone,Mediatek MT6580,1280x720,320,armeabi-v7a;armeabi,24,2
Mint,Mint VirGo,Mint_VirGo,451MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,27,2
Samsung,Galaxy Star,mintss,,Phone,Spreadtrum SC6820,240x320,120,armeabi-v7a;armeabi,16,2
Samsung,Galaxy Star Trios,mintts,666MB,Phone,Qualcomm MSM7225A,240x320,120,armeabi-v7a;armeabi,16,2
Miophone,Mio Phone,MioPhone2017,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Mio Tab,MioTab,MioTab2016,999MB,Tablet,Rockchip RK3128,1024x600,160,armeabi-v7a;armeabi,23,2
Mio Tab,MioTab2017,MioTab2017,960MB,Tablet,Mediatek MT8167B,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Oppo,3001,Mirror3,899MB,Phone,Qualcomm MSM8916,720x1280,320,armeabi-v7a;armeabi,19,3
